temperature,mixing_speed,residence_time,feed_composition,moisture,viscosity,purity,color_deviation
102.06,372.46,38.11,0.548,7.96,480.32,98.543,5.744
64.37,260.21,37.64,0.763,11.3,589.55,98.138,4.28
109.31,517.8,15.74,0.515,8.175,385.97,97.728,7.552
102.37,749.73,16.31,0.4,9.616,273.88,97.987,6.87
64.88,750.4,36.48,0.758,11.579,303.09,97.869,4.173
65.09,339.33,23.44,0.486,11.621,526.19,97.641,5.576
119.2,469.37,11.05,0.452,7.961,400.59,95.283,8.283
82.46,248.15,46.14,0.519,9.197,567.94,98.159,6.018
82.24,796.94,11.62,0.59,10.705,269.12,97.258,5.194
108.77,786.78,39.76,0.638,7.324,244.06,98.786,6.219
116.83,554.66,36.96,0.422,6.824,359.88,97.084,7.157
119.16,663.09,58.44,0.885,6.456,298.48,95.149,4.432
105.2,600.57,34.21,0.758,8.479,360.13,98.242,4.814
82.58,515.21,13.18,0.562,11.277,414.82,97.801,5.629
65.01,137.34,37.58,0.559,11.236,653.54,97.809,5.992
106.63,418.34,52.05,0.624,6.607,463.21,97.657,6.245
93.5,572.35,59.84,0.713,7.725,384.12,97.122,4.697
85.45,574.27,31.52,0.473,10.118,368.96,98.475,5.913
114.38,361.19,26.01,0.494,7.194,458.29,97.276,6.655
66.67,759.18,55.33,0.83,10.403,300.81,97.127,2.895
89.56,217.15,19.56,0.528,10.945,570.88,98.313,5.61
60.68,450.25,40.77,0.59,11.709,484.95,97.585,5.371
88.12,583.62,30.29,0.836,10.252,381.71,99.032,4.634
63.38,588.0,12.05,0.732,12.634,402.01,96.002,4.726
67.13,554.05,27.36,0.571,11.82,407.66,97.79,4.172
67.05,292.7,23.26,0.742,11.408,580.54,97.458,4.475
98.95,209.34,44.3,0.41,8.31,594.87,98.177,6.76
104.76,545.16,57.44,0.768,7.239,383.16,96.896,5.015
95.0,519.51,23.4,0.644,9.539,409.73,98.799,5.311
117.73,225.55,50.57,0.807,6.821,550.93,96.065,5.585
82.49,593.6,12.77,0.877,10.81,379.91,97.733,3.783
77.14,418.62,36.91,0.863,10.167,479.78,98.629,2.999
112.12,567.43,13.53,0.855,8.649,358.86,96.72,4.064
73.42,686.16,56.7,0.656,9.077,324.39,96.989,4.849
117.79,218.81,48.32,0.58,6.425,552.52,96.479,6.702
60.73,113.4,42.9,0.633,10.499,670.33,97.57,4.603
118.19,645.37,51.19,0.745,6.627,295.73,96.747,4.481
62.59,526.79,42.38,0.842,11.145,442.41,97.844,3.701
113.47,589.75,58.45,0.503,5.943,346.52,95.689,5.957
91.66,686.71,45.7,0.859,8.306,331.11,98.373,3.158
119.58,661.97,56.23,0.808,5.771,310.13,95.654,4.661
64.43,772.64,35.86,0.889,11.595,284.97,97.859,2.935
93.23,475.15,15.85,0.84,10.22,419.71,97.969,3.91
118.16,441.95,36.41,0.54,6.607,418.97,96.895,6.33
91.39,381.32,16.34,0.453,9.669,479.54,98.017,6.735
97.76,207.58,39.62,0.456,8.597,582.92,98.535,6.651
101.74,500.83,34.12,0.546,8.029,408.63,98.854,6.296
87.27,293.91,41.13,0.707,9.198,552.4,99.067,5.019
97.65,744.92,10.5,0.802,9.953,270.41,97.711,4.479
95.06,508.23,19.74,0.85,9.788,425.03,98.11,4.734
114.07,514.99,34.57,0.712,7.703,397.63,97.923,5.915
62.73,348.45,57.53,0.403,9.721,516.31,95.613,7.133
76.86,136.39,29.18,0.493,9.776,650.57,98.209,6.861
117.02,122.22,31.22,0.45,6.985,601.7,97.227,7.638
113.42,396.33,45.73,0.582,7.535,458.85,97.65,6.165
87.34,159.2,40.19,0.651,10.007,611.33,98.768,5.49
97.21,524.79,24.95,0.422,9.835,407.52,99.031,6.45
76.64,716.68,30.54,0.574,10.437,301.99,98.801,5.373
71.29,718.04,20.88,0.49,10.687,320.55,97.68,6.119
87.82,561.33,58.3,0.724,7.339,398.57,97.559,4.491
81.2,247.86,16.53,0.632,10.621,566.74,98.137,5.565
95.02,704.1,28.59,0.648,9.084,319.1,98.599,4.972
64.66,720.27,11.29,0.614,12.967,323.0,96.822,4.995
118.46,237.66,21.09,0.878,8.079,549.3,97.066,4.589
119.17,616.2,49.02,0.507,6.258,314.58,96.383,6.353
101.89,300.56,20.06,0.658,8.687,539.75,97.916,5.447
92.17,661.85,14.0,0.768,9.773,322.26,98.277,4.825
78.57,798.07,33.72,0.678,10.333,273.72,98.963,4.654
108.83,121.02,10.5,0.865,9.307,611.4,96.997,4.654
101.08,728.16,14.24,0.589,9.535,278.08,97.459,5.89
69.76,535.84,50.38,0.632,9.676,428.69,97.685,4.861
114.66,781.37,48.57,0.444,6.792,246.53,97.17,7.409
109.35,425.51,55.76,0.704,6.846,436.01,96.5,5.048
116.99,693.17,52.73,0.544,5.74,295.75,95.831,6.288
103.54,143.68,44.16,0.48,7.339,613.46,98.339,6.344
96.8,334.7,12.62,0.672,10.102,501.92,97.146,5.394
85.09,146.91,49.14,0.666,8.841,640.85,98.312,4.718
115.96,782.74,52.28,0.438,6.876,224.61,96.235,7.282
111.96,671.88,49.95,0.749,6.97,302.59,97.545,5.456
62.71,696.78,35.42,0.712,11.231,342.22,97.526,4.678
61.58,756.58,21.65,0.495,12.135,293.85,97.296,5.522
82.59,159.57,52.27,0.635,8.995,625.23,97.727,5.244
108.63,369.92,46.36,0.76,6.928,480.9,98.095,4.842
119.24,149.72,59.04,0.665,5.344,586.02,95.803,7.012
69.03,247.56,17.78,0.598,12.049,594.09,97.087,6.264
95.65,260.56,21.28,0.561,9.79,548.25,98.536,6.347
82.85,428.38,20.59,0.705,10.795,473.7,99.282,4.74
118.19,287.99,49.63,0.87,6.93,525.55,96.636,5.543
110.53,170.68,19.35,0.736,8.195,593.55,97.595,5.277
110.3,217.24,13.33,0.437,9.31,561.91,97.076,7.479
88.12,203.09,59.93,0.63,7.783,582.97,96.928,6.453
84.89,781.15,11.24,0.845,10.495,277.07,97.069,3.426
76.4,631.5,51.76,0.447,8.73,350.63,97.955,6.628
63.38,777.43,28.27,0.894,11.606,284.83,97.114,3.384
111.88,407.82,52.08,0.875,6.506,456.22,96.897,4.563
108.77,294.86,37.73,0.439,7.754,506.93,98.444,6.749
119.98,658.81,55.08,0.867,6.005,316.01,95.658,4.178
119.8,328.38,56.31,0.582,5.298,493.1,95.27,6.723
93.33,309.57,10.45,0.822,10.101,515.05,97.748,3.911
106.14,262.75,13.77,0.609,8.855,531.69,97.03,6.27
116.69,190.78,22.52,0.62,7.015,555.15,96.789,6.691
110.98,279.52,43.47,0.717,6.771,522.16,97.863,6.13
74.84,348.72,54.41,0.787,9.22,530.78,97.341,3.725
87.03,571.8,33.0,0.417,10.086,378.79,98.519,7.326
67.75,143.8,40.35,0.697,10.848,645.53,98.19,5.879
117.24,247.35,19.42,0.493,8.062,542.76,96.946,7.342
96.37,666.32,50.25,0.573,7.35,303.27,97.916,5.304
73.72,202.85,58.37,0.574,9.834,617.19,96.601,5.664
100.3,339.85,23.43,0.635,9.515,497.7,98.61,5.835
97.09,705.26,34.74,0.567,7.867,298.44,99.203,5.969
81.49,208.45,14.31,0.454,10.62,588.79,97.596,6.71
66.81,157.92,37.96,0.473,11.097,651.09,98.078,6.482
100.29,439.18,35.14,0.417,8.602,432.25,98.813,7.021
91.22,311.69,17.22,0.635,9.761,527.69,98.473,5.834
106.34,494.39,32.1,0.877,8.029,418.55,98.55,4.139
91.21,662.66,26.71,0.458,9.266,313.4,98.502,6.245
111.13,196.0,36.09,0.873,7.611,567.86,98.0,4.5
93.11,506.49,39.28,0.767,9.296,417.38,99.046,5.714
93.66,453.86,10.42,0.719,9.893,439.58,97.969,5.839
112.6,200.86,48.05,0.723,7.207,561.34,97.143,5.993
84.21,536.8,45.65,0.813,8.912,408.42,98.856,4.93
68.04,291.55,28.31,0.453,10.938,565.62,97.837,6.748
61.73,441.48,12.65,0.652,12.953,482.24,96.184,4.969
105.31,157.59,47.75,0.749,7.781,609.31,98.37,4.705
97.22,421.71,57.76,0.693,7.883,452.6,97.356,5.231
102.24,314.52,22.01,0.816,8.439,507.77,98.005,4.665
72.78,675.67,26.18,0.436,10.813,351.07,98.029,5.597
68.18,139.89,19.19,0.745,12.139,647.71,97.917,4.009
60.87,393.03,38.85,0.667,11.405,503.56,97.398,5.069
81.04,420.9,17.74,0.59,10.377,461.71,97.752,5.825
95.4,607.5,27.81,0.57,9.332,364.21,98.561,5.296
83.53,502.0,44.85,0.71,9.002,426.81,98.817,4.533
86.25,567.05,38.01,0.845,10.171,390.72,99.338,4.666
114.25,643.93,29.32,0.648,8.206,317.66,97.722,5.314
80.9,703.54,31.01,0.812,10.463,327.92,99.684,4.126
90.84,319.71,38.11,0.601,9.552,521.37,99.171,5.796
107.02,476.62,10.29,0.451,9.085,433.79,96.632,7.21
83.79,688.08,13.93,0.431,11.036,319.35,97.445,5.975
97.33,792.62,54.06,0.426,8.23,255.5,97.197,6.645
111.74,722.66,13.89,0.59,8.641,282.86,96.959,6.056
116.97,360.03,45.34,0.569,6.444,471.54,96.832,6.683
68.82,236.62,56.0,0.759,9.24,592.44,97.276,4.626
115.6,442.57,23.53,0.771,7.774,434.29,97.849,5.413
89.53,619.15,28.52,0.425,9.869,355.84,99.021,7.715
75.49,444.8,38.45,0.511,15.089,589.84,93.682,10.855
87.55,438.23,54.09,0.537,8.655,459.43,97.489,5.77
118.8,686.76,57.1,0.674,5.627,301.38,95.912,4.487
89.56,352.98,46.98,0.472,7.837,519.39,98.216,6.902
79.73,701.86,14.33,0.467,10.847,321.77,97.963,6.184
98.0,384.76,43.46,0.872,8.127,498.96,98.81,4.874
74.41,329.76,30.52,0.802,10.637,533.67,98.643,4.488
64.55,417.79,33.54,0.49,11.554,498.07,97.516,5.961
67.73,633.71,12.46,0.603,12.934,378.44,96.673,5.666
67.68,188.2,19.55,0.578,11.83,615.34,97.502,6.333
69.11,237.49,49.53,0.796,10.147,593.16,97.86,3.678
68.33,766.01,32.7,0.655,10.992,306.34,97.883,4.262
98.45,222.84,25.08,0.464,9.059,558.4,98.468,6.91
70.91,497.41,29.2,0.769,10.766,435.23,98.362,4.353
80.74,505.52,52.72,0.598,9.132,440.32,97.959,5.406
113.81,442.74,47.45,0.531,6.863,438.15,96.855,6.862
88.44,551.32,23.62,0.588,10.004,397.8,98.296,6.189
100.05,260.88,15.88,0.649,9.58,546.46,98.068,6.708
70.34,486.86,22.6,0.572,11.588,445.1,97.437,5.78
71.54,360.52,56.04,0.521,8.923,520.83,97.236,5.518
62.45,563.17,39.08,0.599,11.484,425.85,97.441,5.017
70.14,198.86,36.67,0.41,10.41,612.2,97.686,6.709
76.72,499.61,39.82,0.786,9.669,456.56,98.521,4.575
70.62,229.69,28.3,0.485,10.639,586.46,98.271,6.464
65.32,295.05,50.36,0.422,10.556,560.57,96.797,7.505
67.24,253.1,36.16,0.727,10.942,585.82,98.086,4.5
87.65,227.99,15.84,0.787,9.76,573.08,98.364,4.996
72.38,678.0,16.45,0.807,11.82,340.89,97.571,5.105
81.86,300.0,36.84,0.647,9.228,547.87,98.598,5.164
90.21,748.99,56.83,0.503,8.149,283.63,97.219,6.112
101.42,778.95,25.42,0.769,8.941,275.26,99.014,4.165
62.36,499.88,53.48,0.75,10.917,456.42,96.995,4.289
107.96,200.1,48.2,0.523,7.822,578.69,96.967,6.43
97.67,362.18,22.39,0.852,8.776,497.19,98.94,5.004
64.91,658.41,11.82,0.452,12.331,366.63,96.353,6.0
112.41,357.17,15.09,0.891,8.409,503.87,97.359,4.075
115.25,160.91,46.42,0.83,6.881,593.42,97.048,5.584
63.66,489.75,19.98,0.744,12.217,449.16,96.651,4.41
76.61,691.58,28.56,0.869,10.563,327.3,98.908,4.101
108.37,657.15,35.08,0.761,7.628,321.63,98.043,4.37
104.9,222.59,46.27,0.495,6.997,563.47,97.521,7.088
71.07,570.94,15.66,0.621,12.113,406.39,96.965,5.511
72.56,254.35,30.32,0.436,10.994,580.09,98.504,6.371
82.23,252.75,34.25,0.595,10.255,569.94,98.935,5.193
89.07,711.85,37.04,0.771,9.129,301.69,99.276,4.424
97.1,274.77,50.92,0.593,7.602,544.37,98.142,6.722
82.13,284.27,18.58,0.565,10.238,566.36,98.071,6.531
87.75,100.46,50.39,0.698,8.813,660.06,98.165,5.254
104.85,709.47,44.64,0.836,7.215,299.26,98.077,3.729
62.2,654.82,37.79,0.424,12.001,365.47,97.345,5.831
75.15,539.13,44.98,0.593,9.394,411.44,97.928,5.173
102.8,625.19,30.6,0.479,8.499,332.75,98.656,6.779
113.71,206.43,16.92,0.748,8.908,558.05,97.399,5.529
90.7,420.83,43.29,0.453,8.955,461.99,98.382,6.299
91.93,345.85,36.23,0.732,9.124,506.17,99.406,5.65
66.43,165.64,41.97,0.543,10.363,645.83,97.77,5.975
86.84,440.29,26.9,0.499,9.305,453.09,98.872,6.518
91.96,744.52,55.34,0.868,8.445,281.27,97.166,3.023
74.55,128.04,39.37,0.409,10.793,661.26,97.834,5.695
76.15,304.02,14.27,0.619,11.204,544.23,97.571,4.787
82.64,245.28,32.49,0.411,9.432,571.22,99.047,6.702
61.2,266.7,47.82,0.642,9.922,589.51,96.676,5.395
79.32,735.9,49.71,0.651,8.972,290.53,98.555,3.776
72.69,427.65,34.73,0.561,10.571,489.72,98.649,6.458
79.65,426.41,54.74,0.466,9.671,476.58,97.142,6.455
67.19,632.4,23.38,0.588,11.902,381.16,97.7,5.862
113.43,208.14,30.53,0.736,7.742,557.73,98.607,5.201
95.62,441.09,54.93,0.791,7.682,454.1,97.243,4.976
100.75,400.99,54.81,0.665,7.166,468.29,97.53,5.664
107.35,517.84,44.29,0.695,7.968,398.72,97.914,5.869
89.91,799.69,52.95,0.5,8.39,239.43,98.02,5.88
65.22,638.61,14.44,0.544,11.383,366.99,97.061,5.64
92.23,378.51,53.25,0.481,7.834,474.4,97.624,7.131
95.21,679.29,26.03,0.525,8.896,317.4,99.055,5.751
104.73,219.5,18.92,0.512,8.611,545.05,98.515,6.921
85.9,121.32,21.97,0.66,10.453,626.68,98.618,4.694
67.65,243.11,30.9,0.681,11.204,599.7,98.318,5.373
77.03,338.29,22.56,0.872,10.941,528.09,98.284,4.945
81.78,457.41,26.03,0.498,10.831,444.43,98.665,5.569
98.76,530.59,16.75,0.721,9.2,408.68,97.989,5.074
94.25,737.42,24.81,0.809,10.208,291.04,99.062,4.736
81.37,456.9,38.61,0.68,9.496,463.67,99.199,5.105
119.19,450.89,32.09,0.528,7.054,417.15,97.119,6.85
96.35,135.17,27.34,0.531,8.972,640.55,99.206,6.409
74.23,124.44,47.32,0.42,9.87,643.51,98.365,6.628
66.11,485.81,54.68,0.553,10.321,467.04,96.866,5.477
69.17,406.73,47.84,0.772,10.48,499.17,97.538,4.364
74.76,687.43,26.6,0.424,10.515,313.63,98.153,5.674
69.64,212.48,47.22,0.51,9.771,608.92,97.405,6.089
71.19,117.48,17.6,0.753,12.652,665.01,97.92,5.572
77.11,414.33,16.52,0.791,11.05,479.07,97.547,4.17
70.4,266.23,27.28,0.628,11.472,568.45,98.378,4.757
113.81,134.73,50.39,0.749,5.958,603.51,96.633,5.571
64.81,607.22,22.32,0.594,11.765,388.31,97.648,4.768
91.47,178.12,13.16,0.48,10.117,579.72,97.69,6.102
84.62,525.82,16.59,0.599,10.77,421.16,98.484,5.642
118.94,296.73,52.94,0.69,4.956,503.19,96.417,5.587
66.72,221.45,41.69,0.874,10.906,599.8,98.371,3.556
83.87,365.83,22.66,0.434,9.828,508.35,98.933,6.782
118.17,661.01,37.76,0.654,6.984,305.72,97.314,5.014
111.93,374.47,36.38,0.564,6.981,478.79,97.56,5.607
109.02,625.54,42.77,0.654,6.994,337.71,97.64,5.965
75.47,187.84,21.66,0.412,10.893,610.63,97.461,5.884
70.25,640.94,53.22,0.557,9.465,359.05,96.803,4.937
100.12,265.85,25.47,0.81,8.77,551.05,98.693,3.977
115.76,574.18,44.71,0.677,6.229,353.4,97.043,5.436
93.41,496.05,10.81,0.625,9.442,414.5,97.378,5.834
94.3,750.4,28.63,0.543,9.595,280.64,98.991,5.935
76.8,371.13,27.59,0.549,10.123,506.39,98.458,7.067
106.17,146.32,37.17,0.592,7.754,603.12,98.027,6.971
71.22,113.41,13.64,0.818,12.167,674.79,97.221,3.939
79.42,678.8,49.51,0.884,9.19,335.74,97.924,3.009
85.53,467.31,20.89,0.619,9.969,445.47,98.412,6.881
90.46,642.67,43.85,0.597,8.84,336.24,99.069,6.118
74.54,264.1,50.16,0.823,10.223,579.87,97.789,4.582
66.89,341.56,38.09,0.613,10.46,539.0,98.486,5.353
96.64,121.07,47.04,0.676,8.06,636.8,98.79,5.892
77.32,773.04,43.09,0.515,9.122,272.98,98.233,4.939
94.87,567.51,27.78,0.772,9.095,378.96,98.585,4.778
69.26,753.24,50.44,0.666,10.15,305.47,97.392,4.672
88.87,285.85,24.74,0.805,9.553,550.12,99.21,4.212
91.96,528.02,38.56,0.79,8.77,400.82,98.848,4.3
63.11,574.95,47.27,0.508,10.177,414.42,97.33,6.4
80.2,322.28,28.95,0.758,13.814,589.13,96.133,9.006
68.06,693.68,25.14,0.8,11.96,343.28,97.743,4.903
63.8,763.01,32.97,0.573,10.98,286.44,97.488,4.204
119.4,719.4,50.9,0.486,5.8,284.25,96.363,6.49
79.34,617.35,56.5,0.401,9.149,349.64,97.185,5.788
108.59,294.23,37.25,0.625,8.122,527.66,97.996,5.52
75.28,297.13,43.07,0.576,9.4,551.21,98.229,5.337
100.89,774.35,55.16,0.677,7.306,256.19,97.304,5.336
105.61,107.2,14.93,0.494,9.066,624.84,96.924,7.174
95.74,601.23,21.6,0.83,9.469,369.05,98.834,3.995
88.29,594.37,45.45,0.529,7.832,361.76,98.386,4.884
84.71,535.88,51.19,0.513,9.018,398.71,97.146,6.818
80.93,793.08,52.85,0.64,9.683,270.71,97.765,4.841
115.77,318.32,30.76,0.649,11.795,603.04,95.321,9.3
109.84,337.98,14.47,0.508,8.229,485.73,97.55,6.951
117.9,155.26,31.89,0.536,6.929,607.73,97.13,7.089
67.46,409.96,21.54,0.485,12.38,486.09,97.208,5.869
103.85,282.73,24.56,0.759,9.056,541.85,98.566,5.313
116.3,340.37,48.61,0.785,6.757,483.06,96.69,4.698
70.87,684.2,13.78,0.631,11.973,340.52,96.901,5.326
63.99,754.84,51.38,0.757,10.275,310.01,97.045,3.484
104.47,230.01,31.38,0.768,8.224,570.63,98.286,4.949
94.47,360.76,39.8,0.469,8.562,491.6,98.312,7.038
110.51,750.04,14.48,0.883,8.92,284.09,97.695,4.764
68.39,143.27,26.87,0.811,12.032,647.39,98.263,5.154
107.72,164.65,14.49,0.502,9.256,590.96,97.126,7.504
72.1,213.95,58.08,0.493,8.909,603.1,96.588,6.107
69.82,516.65,50.36,0.463,10.125,420.94,97.509,5.332
69.86,205.33,32.98,0.469,11.198,605.81,98.472,7.079
108.87,777.65,21.18,0.774,8.711,253.4,97.644,5.441
99.91,412.7,56.67,0.635,7.112,458.22,97.255,5.441
91.38,451.06,27.23,0.791,10.731,471.55,98.81,5.088
81.53,272.66,18.05,0.773,10.296,556.21,98.177,4.553
112.63,429.67,38.16,0.702,6.859,449.88,97.915,6.36
83.55,563.34,57.19,0.743,8.773,402.28,97.331,4.391
109.0,625.82,10.19,0.409,9.74,329.07,96.746,8.088
86.35,627.71,21.91,0.556,9.829,345.63,98.694,6.157
82.62,504.52,56.92,0.719,8.654,423.05,96.886,5.733
87.76,733.05,18.55,0.405,10.604,284.54,97.811,6.362
78.08,672.19,15.66,0.416,11.088,318.03,97.569,6.593
104.86,629.93,38.51,0.826,7.8,331.12,99.079,4.027
90.16,138.92,53.09,0.742,8.581,616.44,97.655,5.634
73.93,104.81,33.86,0.533,10.661,672.91,98.433,6.627
113.97,248.71,59.73,0.744,6.531,545.17,95.546,6.765
83.03,564.47,43.96,0.796,9.915,402.64,98.529,4.56
92.61,387.84,13.7,0.553,10.195,486.31,97.829,6.506
114.39,381.68,59.64,0.418,6.109,460.88,95.936,7.163
97.45,719.21,30.39,0.866,9.029,308.58,99.099,4.302
67.01,726.89,24.37,0.573,11.788,309.5,97.486,4.988
116.39,736.42,37.89,0.453,6.952,262.68,98.194,6.93
97.66,319.71,25.22,0.646,9.12,522.36,98.696,5.845
80.09,583.74,14.32,0.784,11.59,377.46,97.625,4.137
68.36,290.14,10.07,0.511,12.788,586.81,96.809,6.044
107.64,233.43,32.48,0.535,7.322,551.75,98.136,6.523
97.2,229.24,51.84,0.521,7.792,566.29,98.301,6.397
92.01,339.48,38.62,0.896,8.702,526.37,98.784,4.664
113.63,400.97,59.96,0.499,5.937,458.58,96.011,6.967
107.32,681.66,24.34,0.688,8.565,305.54,98.203,5.512
69.1,183.92,24.02,0.863,11.797,630.1,98.418,3.294
78.7,614.45,17.99,0.473,10.902,353.67,98.542,6.331
74.91,472.02,18.2,0.885,10.597,454.3,97.665,3.979
104.64,301.56,24.26,0.874,8.292,527.73,98.791,4.35
62.01,444.97,49.64,0.842,11.168,490.04,96.481,4.784
94.19,309.96,55.29,0.507,6.756,532.59,97.149,5.386
105.75,517.26,58.75,0.717,7.293,398.0,96.307,5.688
112.61,403.69,21.61,0.78,8.353,445.35,97.738,5.522
80.52,215.08,54.06,0.893,9.649,607.56,97.751,4.308
109.28,181.61,26.41,0.49,8.005,589.14,97.942,7.151
66.64,482.69,15.64,0.783,11.297,466.13,97.115,4.427
110.79,731.69,53.5,0.569,6.805,270.55,96.978,6.502
67.65,340.77,41.81,0.488,11.154,541.69,98.024,5.722
83.84,613.1,18.24,0.611,10.934,391.74,98.562,5.549
107.84,561.06,31.49,0.797,7.772,375.02,98.932,4.723
69.0,752.09,24.36,0.632,11.487,288.86,97.92,4.286
73.76,674.69,46.84,0.669,9.745,335.27,97.884,5.146
103.34,496.62,32.67,0.898,8.041,421.51,98.923,3.902
103.2,559.92,59.46,0.6,7.333,362.47,96.199,5.158
98.47,728.87,12.74,0.708,9.219,288.73,97.394,4.725
101.64,379.66,27.75,0.583,8.299,480.37,98.881,5.758
92.56,328.76,34.1,0.596,8.627,528.05,98.93,6.458
75.11,107.57,35.16,0.748,9.862,674.0,98.304,4.984
80.74,678.59,25.8,0.869,10.57,342.17,98.354,4.414
70.9,660.69,46.46,0.671,10.671,333.37,97.897,4.397
114.51,173.12,53.74,0.784,6.314,589.7,96.865,5.849
95.0,503.8,56.94,0.445,7.084,417.4,97.526,8.148
84.05,424.79,50.25,0.506,9.251,470.71,98.095,6.401
87.72,183.1,52.53,0.651,9.226,590.48,98.535,6.096
116.84,786.4,37.53,0.41,6.641,226.7,97.275,7.437
69.2,250.29,51.29,0.526,9.866,574.91,97.205,5.264
95.17,147.06,25.18,0.659,9.531,600.21,97.976,6.097
90.35,516.39,29.92,0.407,10.047,408.53,98.722,6.999
96.69,617.21,25.85,0.532,8.924,341.78,98.931,5.993
61.09,122.71,33.37,0.657,11.109,690.21,97.914,4.715
112.33,561.1,24.28,0.687,8.258,366.14,97.48,5.913
115.93,472.6,58.08,0.863,6.4,426.85,95.954,4.182
93.91,172.29,25.64,0.723,9.425,592.31,99.141,6.437
101.8,220.77,14.9,0.607,9.07,562.28,97.665,6.228
115.35,497.58,36.34,0.865,7.612,404.07,97.038,4.007
102.43,307.45,12.85,0.792,9.611,513.79,97.558,4.73
69.15,756.82,15.53,0.5,11.534,290.48,97.364,5.487
94.58,673.12,20.97,0.465,9.545,315.67,98.118,7.632
96.4,788.5,33.22,0.738,8.308,254.51,98.881,4.27
85.45,281.77,31.66,0.68,10.059,566.47,98.648,5.289
104.19,778.81,49.98,0.795,7.299,259.07,97.029,4.267
116.06,401.86,46.97,0.769,6.423,457.49,97.359,5.553
115.53,343.26,31.32,0.713,7.392,489.83,97.649,5.431
87.05,135.24,26.69,0.893,9.986,641.87,99.469,3.677
66.79,136.94,25.82,0.667,11.923,654.02,98.088,5.101
119.09,584.41,48.7,0.457,6.411,340.85,96.286,6.908
110.33,420.55,12.6,0.814,8.725,451.45,96.911,4.605
67.48,258.57,10.64,0.526,12.533,590.64,96.567,5.666
115.25,529.78,49.78,0.789,6.688,393.04,97.18,5.636
112.19,277.0,33.86,0.879,7.425,527.25,98.167,4.536
91.13,504.34,16.54,0.748,10.057,427.53,98.531,4.261
95.48,351.45,21.78,0.698,9.423,500.39,98.468,5.139
83.94,676.49,56.63,0.63,8.845,328.97,97.064,5.248
63.29,674.49,52.98,0.582,10.316,344.29,96.54,4.43
80.11,434.15,45.49,0.577,9.333,467.37,98.46,6.522
108.17,345.57,34.11,0.718,8.644,502.9,97.967,5.943
60.28,353.79,36.02,0.776,11.986,540.17,97.0,4.913
80.01,664.0,58.76,0.739,8.579,342.71,97.14,4.697
83.89,329.73,58.29,0.499,8.753,510.97,96.937,5.306
92.24,246.34,20.76,0.647,9.824,561.06,98.464,6.484
115.19,159.28,50.56,0.796,6.652,587.53,96.713,4.938
80.78,426.69,19.86,0.638,10.791,466.96,98.757,4.971
80.82,437.49,20.68,0.668,11.177,468.21,98.761,5.247
104.25,688.64,43.8,0.786,7.844,302.71,97.926,5.372
87.13,254.87,30.25,0.731,9.711,566.66,98.858,5.631
73.48,366.69,56.58,0.605,9.891,515.65,97.199,5.928
87.15,665.88,14.45,0.848,10.653,328.41,98.195,3.835
68.45,676.54,35.58,0.481,10.938,336.9,98.055,5.641
70.58,369.23,55.93,0.898,9.952,522.76,96.645,3.829
89.9,421.39,55.21,0.459,8.148,473.1,97.304,6.555
85.14,312.3,17.83,0.407,10.424,531.3,97.965,7.39
114.89,752.79,28.33,0.845,7.411,256.66,97.808,4.89
81.74,183.05,40.96,0.522,9.269,611.7,99.195,6.613
94.84,753.62,17.97,0.765,9.345,291.57,98.089,3.291
97.94,578.71,58.4,0.806,6.93,381.37,96.754,4.611
60.79,472.1,55.74,0.829,10.247,476.25,96.046,3.712
99.81,122.86,18.35,0.896,9.297,635.13,98.55,4.583
70.68,432.92,16.06,0.547,11.748,490.13,96.903,5.321
117.66,385.42,14.27,0.755,7.991,469.4,96.826,4.775
68.92,212.85,55.47,0.458,8.908,609.14,96.649,6.651
84.88,559.49,19.68,0.603,11.037,402.07,98.158,5.339
65.12,779.81,30.81,0.824,11.931,282.11,97.441,3.866
119.81,493.53,32.44,0.584,7.146,383.42,97.318,6.064
90.13,600.33,39.95,0.696,9.764,368.46,98.863,5.737
95.72,147.92,13.59,0.652,9.467,615.63,97.806,6.356
64.02,392.37,21.34,0.723,12.783,507.91,97.045,4.699
105.0,181.45,56.57,0.886,6.651,597.09,96.907,4.493
72.59,528.96,55.42,0.428,9.645,404.53,96.809,6.782
113.88,756.94,49.06,0.687,6.133,253.12,97.02,5.595
72.31,563.24,10.97,0.832,11.922,404.32,96.777,4.013
71.44,153.76,26.35,0.641,11.314,626.13,97.759,5.952
62.19,348.27,41.4,0.439,11.025,545.82,98.111,6.973
88.32,485.46,23.76,0.68,10.236,422.62,98.337,4.573
93.89,382.25,55.48,0.566,7.924,478.95,97.528,5.574
63.94,683.55,41.69,0.477,10.734,347.43,96.948,5.34
106.53,670.27,13.6,0.825,8.818,320.22,96.747,3.762
87.2,528.28,55.45,0.661,8.774,401.17,97.606,5.219
91.46,361.42,57.89,0.867,7.787,509.41,97.38,4.568
86.45,278.74,13.89,0.803,10.997,557.04,98.297,4.621
84.05,174.11,36.62,0.746,10.158,634.13,99.107,4.761
93.58,348.43,25.17,0.403,8.709,502.97,98.605,7.671
69.31,389.22,29.64,0.614,11.61,505.23,97.875,5.384
70.92,573.08,18.98,0.499,12.351,390.43,98.066,6.024
111.71,560.71,38.9,0.855,7.476,365.73,98.284,5.118
116.77,149.08,57.9,0.487,6.15,580.54,95.188,7.201
82.4,376.68,35.15,0.543,10.228,509.36,98.878,7.043
